ITEM_ID,EDP_CODE,DESCRIPTION,PROD_SUB_TYPE_CODE,PROD_TYPE_CODE,PROD_LINE_CODE,PROD_SUB_TYPE_DESC,PROD_TYPE_DESC,PROD_LINE_DESC
1064792,65AA77280KC,FIXING DRIVING GEAR/G,4006,4111501,120,NON RICOH,PART,B/W MFP
1064794,65AA77300KC,FIXING DRIVE GEAR/I (10/SET),4006,4111501,120,NON RICOH,PART,B/W MFP
1064797,65AA77330KC,FIXING DRV GEAR/J (10/SET),4006,4111501,120,NON RICOH,PART,B/W MFP
1064803,65AA77470KC,FIXING REGULATING GEAR/A,4006,4111501,120,NON RICOH,PART,B/W MFP
1064814,65AA77650KC,PAPER EXIT DRIVING GEAR/3,4006,4111501,120,NON RICOH,PART,B/W MFP
1064815,65AA77660KC,PAPER EXIT DRIVING GEAR/4,4006,4111501,120,NON RICOH,PART,B/W MFP
1064816,65AA77670KC,PAPER EXIT DRIVING GEAR/5,4006,4111501,120,NON RICOH,PART,B/W MFP
1064820,65AA77720KC,BY-PASS FEED DRIVING GEAR/1,4006,4111501,120,NON RICOH,PART,B/W MFP
1064822,65AA77750KC,ADU DRIVING BELT,4006,4111501,120,NON RICOH,PART,B/W MFP
1064830,65AA77840KC,TONER COLLECTING GEAR/2,4006,4111501,120,NON RICOH,PART,B/W MFP
1064839,66084506,STAPLE-400 (3 cartr/5000pcs),4006,4111501,120,NON RICOH,PART,B/W MFP
1064843,66084731,Toner Black T-3850E,4006,4111501,120,NON RICOH,PART,B/W MFP
1064846,66084757,Toner Black T-120PE,4006,4111501,120,NON RICOH,PART,B/W MFP
1064876,66067039,T-FC31EK BLACK TONER,4006,4111501,120,NON RICOH,PART,B/W MFP
1064878,66067041,T-FC31EM MAGENTA TONER,4006,4111501,120,NON RICOH,PART,B/W MFP
1064879,66067042,T-FC31EC CYAN TONER,4006,4111501,120,NON RICOH,PART,B/W MFP
1064888,6607A001AA,START CYA CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1064893,6608A001AA,START MAG CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1064903,6648A003AA,Drum unitIR2200/2800/3300,4006,4111501,120,NON RICOH,PART,B/W MFP
1064920,6748A002AAA,TONER BLACK IR8500/105,4006,4111501,120,NON RICOH,PART,B/W MFP
1064921,6749A002AA,DRUM UNIT IR8500 / IR105(+),4006,4111501,120,NON RICOH,PART,B/W MFP
1064939,66084999,STAPLE-600 (3 cartr/2000pcs),4006,4111501,120,NON RICOH,PART,B/W MFP
1064961,66089599,STAPLE-1600(3 cartr/3000pcs),4006,4111501,120,NON RICOH,PART,B/W MFP
1064968,6609A001AA,START YEL CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1064972,6647A002AB,TON BLK IR22XX/IR2800/IR33XX,4006,4111501,120,NON RICOH,PART,B/W MFP
1064989,61200004000,GEAR ;M1X48+M1X30,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1064992,61202101207,GEAR M1X15X12,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065007,60066062029,Toner Black T-4550E,4006,4111501,120,NON RICOH,PART,B/W MFP
1065010,60066062039,Toner Black T-1550E,4006,4111501,120,NON RICOH,PART,B/W MFP
1065011,60066062042,Toner Black T-2060E,4006,4111501,120,NON RICOH,PART,B/W MFP
1065013,60066062048,Toner Black T-3560E    BOX 4,4006,4111501,120,NON RICOH,PART,B/W MFP
1065019,60066062060,Toner Black T-6510E       (BOX 4),4006,4111501,120,NON RICOH,PART,B/W MFP
1065071,61212304009,GEAR OWC;M1X30X5,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065080,61212900302,GEAR; M1X9.5X12,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065120,65AAR71000KC,TONER COLLECTING DOOR ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065139,64060001004,O-RING S42-2.0,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065153,65AAR7A000KC,ORIGINAL GLASS ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065171,62821401009,TRANSFERBELT 2; 2X140,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065173,62821521004,TRANSFERBELT 2;2X152,4006,4111501,410,NON RICOH,PART,DIGITAL DUPLICATOR
1065202,65AAR71800KC,DUST PROOF FILTER/2 ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065211,65AAR73700KC,CHARGING UNIT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065213,65AAR73900KC,CHARGE WIRE/Y/M/C/K,4006,4111501,120,NON RICOH,PART,B/W MFP
1065214,65AAR74100KC,COLLECTING PIPEASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065216,65AAR74500KC,DRIVING ROLLER ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065221,65AAR75300KC,SEPARATION CLAW ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065222,65AAR75600,SHEET/1 ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065223,65AAR75600KC,SHEET/1 ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065224,65AAR75700KC,SHEET /2 ASSY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065226,65AAR76700KC,CHARGING CORONA FILTER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065229,65AAR77700KC,SEPARATION CORONA ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065230,65AAR77800KC,TRANSFER EARTH PLATE ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065232,65AAR78000KC,CLEANING STAY ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065233,65AAR78900KC,FEEDING GEAR ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065234,65AAR79200KC,FIXING SEPARATION PLATE ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065235,65AAR79300KC,FIXING TEMPERATURE SNSR/3,4006,4111501,120,NON RICOH,PART,B/W MFP
1065236,65AAR79400KC,FIXING TEMPERATURE SNSR/4,4006,4111501,120,NON RICOH,PART,B/W MFP
1065237,65AAR79600KC,PAPER EXIT ACTUATOR ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065238,65AAR79800KC,FIXING CLEANING UNIT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065246,65AA10430KC,OZONE FILTER/1,4006,4111501,120,NON RICOH,PART,B/W MFP
1065253,65AA2400KC,TONER COLLECTING UNIT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065259,65AA78090KC,FIXING FEEDING GEAR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065264,65AA77960KC,TONER COLLECTING GEAR/4,4006,4111501,120,NON RICOH,PART,B/W MFP
1065265,65AA77970KC,TONER COLLECTING GEAR/5,4006,4111501,120,NON RICOH,PART,B/W MFP
1065293,65AA18060KC,ROLLER DRIVING BELT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065301,65AA20300KC,TONER COLLECTING SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1065333,65AA9037GKC,PRINTER CONTROL BOARD,4006,4111501,120,NON RICOH,PART,B/W MFP
1065346,65AA80590KC,MAIN BODY FAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1065347,65AA82020KC,TONER SUPPLY CLUTCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1065349,65AA83070KC,PCL - PRIMARY CHARGE LAMP,4006,4111501,120,NON RICOH,PART,B/W MFP
1065357,65AA88010KC,TEMPERATURE SENSOR/1,4006,4111501,120,NON RICOH,PART,B/W MFP
1065358,65AA88020KC,TEMPERATURE SENSOR/2,4006,4111501,120,NON RICOH,PART,B/W MFP
1065359,65AA88090KC,TONER DENST.SENSOR *OBSOLETE*,4006,4111501,120,NON RICOH,PART,B/W MFP
1065360,65AA88091KC,TONER DENSITY SENSOR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065365,65AA90060KC,FIXING POWERING WIRING/2,4006,4111501,120,NON RICOH,PART,B/W MFP
1065387,6LA51193000,ASM-DEV-Y-314,4006,4111501,120,NON RICOH,PART,B/W MFP
1065388,6LA51194000,ASM-DEV-MCK314,4006,4111501,120,NON RICOH,PART,B/W MFP
1065389,6LA51371000,POL-MOT-F310-S,4006,4111501,120,NON RICOH,PART,B/W MFP
1065403,6LA54513000,COV-TOP-552,4006,4111501,120,NON RICOH,PART,B/W MFP
1065411,65AA9052EKC,CONVEYANCE DRV BOARD ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065469,6LA56470000,K-HSG-PR/RLR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065471,6LA56480000,K-HSG-HR/RLR-AW,4006,4111501,120,NON RICOH,PART,B/W MFP
1065472,6LA56483000,ASM-COV-PR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065473,6LA56494100,FUSER 1600-240,4006,4111501,120,NON RICOH,PART,B/W MFP
1065474,6LA56494300,FUSER-2510-240,4006,4111501,120,NON RICOH,PART,B/W MFP
1065480,6LA55018000,GEAR-HR/RLR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065481,6LA55046000,ASM-CLT-G28-CC6,4006,4111501,120,NON RICOH,PART,B/W MFP
1065487,6LA55227000,COVER-EXIT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065504,6LA55568000,PWA-F-RLY-F250,4006,4111501,120,NON RICOH,PART,B/W MFP
1065506,6LA55571000,ASY-F-MEM-STD-F250,4006,4111501,120,NON RICOH,PART,B/W MFP
1065511,6LA55706200,PU1610E,4006,4111501,120,NON RICOH,PART,B/W MFP
1065522,6LA55953000,FLTR-OZON-TY2,4006,4111501,120,NON RICOH,PART,B/W MFP
1065535,6LA76552000,DEV-KIT-3520,4006,4111501,120,NON RICOH,PART,B/W MFP
1065546,6LA56708000,GATE-SB-IN,4006,4111501,120,NON RICOH,PART,B/W MFP
1065552,6LA56825000,PS-ACC-320,4006,4111501,120,NON RICOH,PART,B/W MFP
1065592,6LA65816000,COVER-FUSER-U,4006,4111501,120,NON RICOH,PART,B/W MFP
1065617,6LA80740000,CVR-EXIT-UNIT-F,4006,4111501,120,NON RICOH,PART,B/W MFP
1065685,6LE67838000,PHOTO INTERRUPTER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065711,6LE20127000,OD-FC35,4006,4111501,120,NON RICOH,PART,B/W MFP
1065712,6LE28512000,BELT-TBU-380-DRIB,4006,4111501,120,NON RICOH,PART,B/W MFP
1065713,6LE39000000,DEV-KIT-FC35K,4006,4111501,120,NON RICOH,PART,B/W MFP
1065720,6LE45671000,FR-KIT-281C,4006,4111501,120,NON RICOH,PART,B/W MFP
1065724,6LE48599000,THMS-DRM-410,4006,4111501,120,NON RICOH,PART,B/W MFP
1065749,65AA46012KC,REGISTRATION ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065750,65AA46020KC,REGISTRATION DRIVEN ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065761,6LE68177000,PBA-CONTROL-R,4006,4111501,120,NON RICOH,PART,B/W MFP
1065767,6LE68396000,MAGNETIC CLUTCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1065769,6LE68571000,K-ROLL-SPT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065803,65AA45011KC,TRANSFER ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065805,65AA50170KC,CONVEYANCE SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1065813,65AA51460KC,ADU SPRING/D,4006,4111501,120,NON RICOH,PART,B/W MFP
1065816,65AA50820KC,CONVEYANCE ROLLER/MIDDLE,4006,4111501,120,NON RICOH,PART,B/W MFP
1065818,65AA51120KC,ADU CONVEYING ROLLER/RIGHT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065819,65AA51150KC,REVERSING ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065820,65AA51311KC,ADU SENSOR,4006,4111501,120,NON RICOH,PART,B/W MFP
1065821,65AA51400KC,ADU SPRING/A,4006,4111501,120,NON RICOH,PART,B/W MFP
1065822,65AA51410KC,ADU SPRING/B,4006,4111501,120,NON RICOH,PART,B/W MFP
1065839,65AA48083KC,PAPER EXIT ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065844,65AA48171KC,PAPER EXIT DRIVEN ROLLER/1,4006,4111501,120,NON RICOH,PART,B/W MFP
1065848,65AA48182KC,PAPER EXIT ROLLER 2,4006,4111501,120,NON RICOH,PART,B/W MFP
1065852,65AA48490KC,PAPER HOLDING ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065853,65AA49030KC,PAPER EXIT ROLLER/LOWER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065854,65AA49050KC,PAPER EXIT ROLLER/MIDDLE,4006,4111501,120,NON RICOH,PART,B/W MFP
1065855,65AA49060KC,PAPER EXIT DEIVEN SHAFT MDL.,4006,4111501,120,NON RICOH,PART,B/W MFP
1065856,65AA49100KC,PAPER EXIT GUIDE PART,4006,4111501,120,NON RICOH,PART,B/W MFP
1065861,65AA49121KC,PAPER EXIT GUIDE PLATE/4,4006,4111501,120,NON RICOH,PART,B/W MFP
1065862,65AA49200KC,PAPER EXIT OPEN SHUT SPRING RE,4006,4111501,120,NON RICOH,PART,B/W MFP
1065863,65AA49260KC,PAPER EXIT OPEN/SHUT SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1065894,6601A002AA,TON BLK CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1065899,65AA51730KC,ADU SENSOR/2,4006,4111501,120,NON RICOH,PART,B/W MFP
1065907,65AA53080KC,FIXING PAPER EXIT ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065911,65AA53410KC,HEAT INSULATING SLEEVE/A,4006,4111501,120,NON RICOH,PART,B/W MFP
1065912,65AA53431KC,FIXING PPR EXIT ROLLER/UPPER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065919,65AA53651KC,FIXING TORQUE LIMITER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065923,65AA53821KC,FIXING COVER/FRONT,4006,4111501,120,NON RICOH,PART,B/W MFP
1065925,65AA53840KC,HEAT INSULATING SHEET/A,4006,4111501,120,NON RICOH,PART,B/W MFP
1065946,65AA2460KC,COLLECTING PIPE 2 ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065947,65AA2470KC,COLLECTING PIPE 6 ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1065951,65AA26100KC,TENSION ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065953,65AA26111KC,SECOND TRANSFER ROLLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1065954,65AA25071KC,CHARGE CONTROL PLATE,4006,4111501,120,NON RICOH,PART,B/W MFP
1065955,65AA25080KC,CHARGE WIRE,4006,4111501,120,NON RICOH,PART,B/W MFP
1065956,65AA25090KC,CHARGE CONTROL SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1065962,65AA26040KC,FIRST TRANSFER ROLLER/K,4006,4111501,120,NON RICOH,PART,B/W MFP
1065963,6603A002AA,TON MAG CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1065965,6604A002AA,TON YEL CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1065966,6606A001AA,START BLK CLC4000/CLC5000/5100,4006,4111501,120,NON RICOH,PART,B/W MFP
1065997,65AA24130KC,CONNECTING COVER,4006,4111501,120,NON RICOH,PART,B/W MFP
1066002,65AA24220KC,COLLECTING PIPE/8,4006,4111501,120,NON RICOH,PART,B/W MFP
1066023,6790A001AB,STAP-H1 IR7200/8500/105+/XX70,4006,4111501,120,NON RICOH,PART,B/W MFP
1066032,65AA26120KC,FIRST TRANSFER ROLLER/Y /M /C,4006,4111501,120,NON RICOH,PART,B/W MFP
1066038,65AA26300KC,BELT CLEANING BLADE,4006,4111501,120,NON RICOH,PART,B/W MFP
1066039,65AA26420KC,TRANSFER BELT,4006,4111501,120,NON RICOH,PART,B/W MFP
1066041,65AA26540KC,BLADE SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1066042,65AA26580KC,REGISTRAT OPEN/SHUT SPRING,4006,4111501,120,NON RICOH,PART,B/W MFP
1066045,65AA26840KC,CLEANER BUSHING/FRONT,4006,4111501,120,NON RICOH,PART,B/W MFP
1066050,65AA27240KC,SPACER,4006,4111501,120,NON RICOH,PART,B/W MFP
1066065,65AA2980KC,SOLENOID ASSLY,4006,4111501,120,NON RICOH,PART,B/W MFP
1066066,65AA30910KC,ROTATING JIG,4006,4111501,120,NON RICOH,PART,B/W MFP
1066107,6836A002AAA,TONER BL IR1600/1610/2000/2010,4006,4111501,120,NON RICOH,PART,B/W MFP
1066108,6837A003AA,Drum unitIR1600/2000/1610/2010,4006,4111501,120,NON RICOH,PART,B/W MFP
1066145,7172A001AA,STAPLE K-1 1600-1610-2000-2010,4006,4111501,120,NON RICOH,PART,B/W MFP
1066418,71981961,C1700/50 DRUM,4006,4111501,120,NON RICOH,PART,B/W MFP
1066419,71981962,C1700/50 TNR BLACK,4006,4111501,120,NON RICOH,PART,B/W MFP
1066422,71981965,C1700/50 TNR YELLOW,4006,4111501,120,NON RICOH,PART,B/W MFP
1066579,6LE95128000,CR-FC35TR2,4006,4111501,120,NON RICOH,PART,B/W MFP
1066581,6LE95360000,BL-3500D,4006,4111501,120,NON RICOH,PART,B/W MFP
1066656,65LAR70200KC,BELT CLEANER UNIT MAIN BODY,4006,4111501,120,NON RICOH,PART,B/W MFP
1066657,65LAR70300KC,BELT CLEANING UNIT,4006,4111501,120,NON RICOH,PART,B/W MFP
1066694,65AA97890KC,JAM RELEASE LABEL/4,4006,4111501,120,NON RICOH,PART,B/W MFP
1066696,65AA9920KC,HYDRO WIPE,4006,4111501,120,NON RICOH,PART,B/W MFP
1066700,65AF83031KC,FIXING HEATER LAMP/1,4006,4111501,120,NON RICOH,PART,B/W MFP
1066701,65AF83041KC,FIXING HEATER LAMP/2,4006,4111501,120,NON RICOH,PART,B/W MFP
1066702,65AF83050KC,FIXING HEATER LAMP/LOWER,4006,4111501,120,NON RICOH,PART,B/W MFP
1066772,7814A002AA,TON BLK IR15XX(F)/IR12XX(F),4006,4111501,120,NON RICOH,PART,B/W MFP
1066775,7815A003AB,DRUM UNIT IR1210/1230,4006,4111501,120,NON RICOH,PART,B/W MFP
1066868,791562,SCREW - SHOULDER,4006,4111501,120,NON RICOH,PART,B/W MFP
1067171,7402004032,OTWAS040SKZN3C,4006,4111501,120,NON RICOH,PART,B/W MFP
1067286,725270,GEAR - IDLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1067702,7627A002AA,TON MAG IRC32XX/CLC32XX/26XX,4006,4111501,120,NON RICOH,PART,B/W MFP
1067703,7628A002AA,TON CY IRC32XX/CLC32XX/26XX,4006,4111501,120,NON RICOH,PART,B/W MFP
1067704,7629A002AA,TON BLK IRC32XX/CLC32XX/26XX,4006,4111501,120,NON RICOH,PART,B/W MFP
1067710,89052168,ProspMP6000(SP)/7500(SP)Portug,4006,4111501,120,NON RICOH,PART,B/W MFP
1067711,89052169,ProspMP6000(SP)/7500(SP)Dutch,4006,4111501,120,NON RICOH,PART,B/W MFP
1067769,89052198,Prospekt SP5100N PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067772,88197654,SUPER LUB GREASE 85GR.,4006,4111501,120,NON RICOH,PART,B/W MFP
1067782,88197697,GLASREINIGER,4006,4111501,120,NON RICOH,PART,B/W MFP
1067786,89052204,Prospekt BP20N PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067791,89052171,Prospekt IS2325 German,4006,4111501,120,NON RICOH,PART,B/W MFP
1067807,89052180,Prospekt SPC811DN PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067817,89052186,Prospekt SPC4XXDN PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067819,89052187,Prospekt SPC4XXDN DUTCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067823,89052189,Prospekt SP420DN GERMAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1067825,89052191,Prospekt SP4XXDN SPANISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067828,88190870,FERNSCHREIBEROEL 50ML(ISOFLEX),4006,4111501,120,NON RICOH,PART,B/W MFP
1067843,89040088,DRUM ENH IC5000/ISC5151/4040,4006,4111501,120,NON RICOH,PART,B/W MFP
1067844,89040090,DRUM ISC3232 YELLOW,4006,4111501,120,NON RICOH,PART,B/W MFP
1067849,89040091,DRUM ISC3232 MAGENTA,4006,4111501,120,NON RICOH,PART,B/W MFP
1067850,89040092,DRUM ISC3232 CYAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1067851,89040093,DRUM ISC3232 BLACK,4006,4111501,120,NON RICOH,PART,B/W MFP
1067853,89040095,TONER ISC3232 MAGENTA,4006,4111501,120,NON RICOH,PART,B/W MFP
1067855,89040097,TONER ISC3232 BLACK,4006,4111501,120,NON RICOH,PART,B/W MFP
1067874,88975045,SERVICE-AUFKLEBER KLEIN:FAX,4006,4111501,120,NON RICOH,PART,B/W MFP
1067886,89040010,DRUM IS 1050/IS10660,4006,4111501,120,NON RICOH,PART,B/W MFP
1067898,89040037,TNR BLACK IC5000/ISC5151/4040,4006,4111501,120,NON RICOH,PART,B/W MFP
1067900,89040039,TNR MG IC5000/ISC5151/4040,4006,4111501,120,NON RICOH,PART,B/W MFP
1067903,89040042,STARTER CY IC5000/ISC5151/4040,4006,4111501,120,NON RICOH,PART,B/W MFP
1067936,89052207,Prospekt CL7200 GERMAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1067939,89052210,Prospekt CL7200 PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067944,89052215,Prospekt SPC210SF SPANISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067951,89052222,Prospekt SP41X0N PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067952,89052223,Prospekt SP41X0N DUTCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067953,89052226,Prospekt SPC22xS/SF GERMAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1067958,89052237,Prospekt SPC22xS/SF ENGLISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067960,89052239,Prospekt SPC22xS/SF FRENCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067961,89052240,Prospekt SPC22xS/SF SPANISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067963,89052244,Prospekt SPC22xN/DN GERMAN,4006,4111501,120,NON RICOH,PART,B/W MFP
1067964,89052247,Prospekt SPC220N PORTUGUESE,4006,4111501,120,NON RICOH,PART,B/W MFP
1067967,89052255,Prospekt SPC22xN/DN ENGLISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067969,89052257,Prospekt SPC22xN/DN FRENCH,4006,4111501,120,NON RICOH,PART,B/W MFP
1067970,89052258,Prospekt SPC22xN/DN SPANISH,4006,4111501,120,NON RICOH,PART,B/W MFP
1068077,89051386,Prospect IF3030/3050 French,4006,4111501,120,NON RICOH,PART,B/W MFP
1068160,795977,SPACER - DRIVE GEAR,4006,4111501,120,NON RICOH,PART,B/W MFP
1068325,8C8127,HOLDER - FILTER; WIREFORM,4006,4111501,120,NON RICOH,PART,B/W MFP
1068328,8C8743,CABLE - ARCNET; 10',4006,4111501,120,NON RICOH,PART,B/W MFP
1068350,8C8375,GASKET - TOP PLATE; SMALL,4006,4111501,120,NON RICOH,PART,B/W MFP
1068355,8C8461,ROLLER - BACK-UP,4006,4111501,120,NON RICOH,PART,B/W MFP
1068363,8C857201,GRID - CHARGER,4006,4111501,120,NON RICOH,PART,B/W MFP
1068370,8C8666,PCB AY - AC DIST.(50HZ - DHV1),4006,4111501,120,NON RICOH,PART,B/W MFP
1068373,8C8677,ADAPTER - ARCNET JACK; ISO,4006,4111501,120,NON RICOH,PART,B/W MFP
1068381,8C8720,CABLE - ARCNET,4006,4111501,120,NON RICOH,PART,B/W MFP
1068387,8C8728,CABLE - IDB; SCS/MIP,4006,4111501,120,NON RICOH,PART,B/W MFP
1068388,8C8729,CABLE-KEYBOARD/MOUSE,4006,4111501,120,NON RICOH,PART,B/W MFP
1068507,8653A001AA,START CYAN IR6800/70 IR5800/70,4006,4111501,120,NON RICOH,PART,B/W MFP
1068508,8654A001AA,START MAG  IR6800/70 IR5800/70,4006,4111501,120,NON RICOH,PART,B/W MFP
1068509,8655A001AA,START YEL  IR6800/70 IR5800/70,4006,4111501,120,NON RICOH,PART,B/W MFP
1068510,8656A002AA,DRUM UNIT IR6800C,4006,4111501,120,NON RICOH,PART,B/W MFP
1068530,8641A002AA,TONER CYAN IR31XXC IR2570C,4006,4111501,120,NON RICOH,PART,B/W MFP
1068531,8642A002AA,TONER MAGENTA IR31XXC IR2570C,4006,4111501,120,NON RICOH,PART,B/W MFP
1068532,8643A002AA,TONER YELLOW IR31XXC IR2570C,4006,4111501,120,NON RICOH,PART,B/W MFP
1068533,8644A003AA,DRUM UNIT IR3100C,4006,4111501,120,NON RICOH,PART,B/W MFP
1068622,8C8990,PCB AY - 12V/15V DISTRIBUT,4006,4111501,120,NON RICOH,PART,B/W MFP
1068658,793881,BUSHING - IDLER,4006,4111501,120,NON RICOH,PART,B/W MFP
1068667,8C8786,PCB AY - DUAL SSR,4006,4111501,120,NON RICOH,PART,B/W MFP
1068802,8C9795,SENSOR + BRKT AY - OVERTEM,4006,4111501,120,NON RICOH,PART,B/W MFP
1068813,8C9835,KIT-TONER MONITOR,4006,4111501,120,NON RICOH,PART,B/W MFP
1068817,8C9950,TOP HOPPER AY,4006,4111501,120,NON RICOH,PART,B/W MFP
1068869,82E10160,test pattern (paper),4006,4111501,120,NON RICOH,PART,B/W MFP
1068870,82E8180,test pattern (lexan),4006,4111501,120,NON RICOH,PART,B/W MFP
1068930,850242,WASHER,4006,4111501,120,NON RICOH,PART,B/W MFP
1068966,929036,CLUTCH AY,4006,4111501,120,NON RICOH,PART,B/W MFP
1068993,9629A002AA,TONER BLACK IR2270/2870/2230,4006,4111501,120,NON RICOH,PART,B/W MFP
1068999,9634A002AA,TONER BLACK IR3570/4570/3530,4006,4111501,120,NON RICOH,PART,B/W MFP
1069003,967781,SPRING - SOLENOID,4006,4111501,120,NON RICOH,PART,B/W MFP
1069004,928864,SHAFT AY J DRIVE,4006,4111501,120,NON RICOH,PART,B/W MFP
1069183,89051748,Prospect ISC2525/3030 English,4006,4111501,120,NON RICOH,PART,B/W MFP
1069184,89051749,Prospect ISC2525/3030 German,4006,4111501,120,NON RICOH,PART,B/W MFP
1069189,89051741,Prospect IS2235/2245 Dutch,4006,4111501,120,NON RICOH,PART,B/W MFP
1069233,89051719,ISC4560/5560 Dutch Prospect,4006,4111501,120,NON RICOH,PART,B/W MFP
1069250,89052079,Prospect IS2416F/2416FPSGerman,4006,4111501,120,NON RICOH,PART,B/W MFP
1069252,89051917,Prospect 2255/65/75 French,4006,4111501,120,NON RICOH,PART,B/W MFP
1069256,89052041,Prospect IS2416/2416LN English,4006,4111501,120,NON RICOH,PART,B/W MFP
1069261,89051750,Prospect ISC2525/3030 French,4006,4111501,120,NON RICOH,PART,B/W MFP
1069264,89051753,Prospect ISC2525/3030 Dutch,4006,4111501,120,NON RICOH,PART,B/W MFP
1069273,89051762,Prospect IS2315/16/20 French,4006,4111501,120,NON RICOH,PART,B/W MFP
