ITEM_ID,EDP_CODE,DESCRIPTION,PROD_SUB_TYPE_CODE,PROD_TYPE_CODE,PROD_LINE_CODE,PROD_SUB_TYPE_DESC,PROD_TYPE_DESC,PROD_LINE_DESC
1181797,413336M-1181796,ATO model 413336M (Ricoh MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1181843,412811M-1181842,ATO model 412811M (MP5500),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1181849,405565M-1181848,ATO model 405565M (GX 3000s),GE_02,4111101,310,GEL MULTIFUNCTION,MACHINE,GELJET PRINTER
1181855,413336M-1181854,ATO model 413336M (Ricoh MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1181881,413337M-1181880,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1181883,413337M-1181882,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1182759,402802M-1182758,SP4100,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1182851,412810M-1182850,ATO model 412810M (MP5500),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1183479,402981M-1183478,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1183585,406134M-1183584,ATO model 406134M (SP C221sf),MF_T3,4111101,220,MFP A4 LASER 20-29 CPM,MACHINE,COLOUR PRINTER
1183713,402709M-1183712,ATO model 402709M (SP C811DN),PC_05,4111101,220,PAGE PRINTER COLOUR 40-59 PPM,MACHINE,COLOUR PRINTER
1183733,402981M-1183732,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1184462,414368,RICOH PRINT/SCAN UNIT T8000 FOR MP6000/7000/8000UK,2001,4111203,120,PRINT/SCAN CONTROLLER,CONTROLLER,B/W MFP
1184559,NUKSAGEM,SAGEM CUSTOMER OWNED MACHINE WEEE,OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
1184609,413961M-1184608,ATO model 413961 (NRG MPC6000),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1184621,413175M-1184620,ATO model 413175M (NRG MPC2500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1184623,413591M-1184622,ATO model 413591M (NRG MP 2000SP),BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1184625,402806M-1184624,SP4110,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1184627,402806M-1184626,SP4110,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1184629,402297M-1184628,ATO model 402297M (C7528n),PC_03,4111101,220,PAGE PRINTER COLOUR 20-29 PPM,MACHINE,COLOUR PRINTER
1184631,413656M-1184630,ATO model 413656M (MP161L),BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
1184637,413337M-1184636,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1184671,402981M-1184670,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1184679,402981M-1184678,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1184725,402709M-1184724,ATO model 402709M (SP C811DN),PC_05,4111101,220,PAGE PRINTER COLOUR 40-59 PPM,MACHINE,COLOUR PRINTER
1184743,412810M-1184742,ATO model 412810M (MP5500),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1184745,414516M-1184744,ATO model 414516M (MP5000CSP),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1184747,414229M-1184746,ATO model 414229M (NRG MPC2000AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1184749,413175M-1184748,ATO model 413175M (NRG MPC2500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1184751,413588M-1184750,ATO model 413588M (NRG MP 1600SP),BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
1184766,NUKHPLJP1006,HP LASERJET P1006 PRINTER,PB_02,4111101,210,PAGE PRINTER B&W CUT-SHEET 10-19 PPM,MACHINE,B/W PRINTER
1185419,414578M7,Option Class PRSCN8000UK,2001,4111203,120,PRINT/SCAN CONTROLLER,CONTROLLER,B/W MFP
1185424,414582M7,Option Class PRSCN8000UK,2001,4111203,120,PRINT/SCAN CONTROLLER,CONTROLLER,B/W MFP
1185448,414513M-1185447,ATO model 414513M (MP5000BADR),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1185460,414507M-1185459,ATO model 414507M (MP5000B),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1185525,413337M-1185524,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1185591,402709M-1185590,ATO model 402709M (SP C811DN),PC_05,4111101,220,PAGE PRINTER COLOUR 40-59 PPM,MACHINE,COLOUR PRINTER
1185615,414507M-1185614,ATO model 414507M (MP5000B),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1185619,413334M-1185618,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1186387,402294M-1186386,ATO model 402294M (CL7200),PC_03,4111101,220,PAGE PRINTER COLOUR 20-29 PPM,MACHINE,COLOUR PRINTER
1186391,413337M-1186390,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1186393,414468M-1186392,NRG MP3350BAD,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1186395,413581M-1186394,ATO model  413581M (MP1600),BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
1186399,402294M-1186398,ATO model 402294M (CL7200),PC_03,4111101,220,PAGE PRINTER COLOUR 20-29 PPM,MACHINE,COLOUR PRINTER
1186437,402806M-1186436,SP4110,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1186452,NUK413012,COUNTER INTERFACE UNIT TYPE A,1099,4111201,130,OTHER OPTION,OPTION,B TO C MFP
1186490,414478M-1186489,NRG MP3350CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1186517,402983M,ATO model 402983M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1186559,414503M-1186558,ATO model 414503M (MP4000BADR),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1186598,414516M5,Option class LICTRT3000,1003,4111201,120,LCT,OPTION,B/W MFP
1186694,402981M-1186693,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1186696,402981M-1186695,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1186698,402981M-1186697,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1187306,413156M-1187305,ATO model 413156M (IF4030/F110/FAX1140L),FP_TO,4111101,510,FAX PLAIN PAPER TONER PRINTING,MACHINE,FACSIMILE
1187576,413334M-1187575,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1188144,402709M-1188143,ATO model 402709M (SP C811DN),PC_05,4111101,220,PAGE PRINTER COLOUR 40-59 PPM,MACHINE,COLOUR PRINTER
1188299,413696M-1188298,ATO model 413696M (MPW2400),WF_2D,4111101,120,WIDE FORMAT DIGITAL 3-5 PPM,MACHINE,B/W MFP
1188301,413175M-1188300,ATO model 413175M (NRG MPC2500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1188443,412276M-1188442,ATO model 412276 (NRG DSc460),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1188447,413334M-1188446,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1188451,413337M-1188450,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1188477,413961M-1188476,ATO model 413961 (NRG MPC6000),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1188548,413337M-1188547,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1189432,402340M-1189431,ATO model 402340M (P7535n),PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1189468,413337M-1189467,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1189472,413334M-1189471,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1189542,406129M-1189541,ATO model 406129M (SP C220s),MF_T2,4111101,220,MFP A4 LASER 10-19 CPM,MACHINE,COLOUR PRINTER
1189544,406134M-1189543,ATO model 406134M (SP C221sf),MF_T3,4111101,220,MFP A4 LASER 20-29 CPM,MACHINE,COLOUR PRINTER
1189546,406139M-1189545,ATO model 406139M (SP C222sf),MF_T3,4111101,220,MFP A4 LASER 20-29 CPM,MACHINE,COLOUR PRINTER
1190250,412962M-1190249,ATO model 412962M (MP1100),BW_05,4111101,120,B&W COPIER 90+ CPM,MACHINE,B/W MFP
1190308,414198M-1190307,ATO model 41419M (NRG MP 2500),BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1190310,412962M-1190309,ATO model 412962M (MP1100),BW_05,4111101,120,B&W COPIER 90+ CPM,MACHINE,B/W MFP
1190312,413696M-1190311,ATO model 413696M (MPW2400),WF_2D,4111101,120,WIDE FORMAT DIGITAL 3-5 PPM,MACHINE,B/W MFP
1190314,413175M-1190313,ATO model 413175M (NRG MPC2500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1190390,405567M-1190389,ATO model 405567M (GX 3050sfn),GE_02,4111101,310,GEL MULTIFUNCTION,MACHINE,GELJET PRINTER
1190394,402953M-1190393,ATO model 402953M (SP 8200DN),PB_05,4111101,210,PAGE PRINTER B&W CUT-SHEET 40-59 PPM,MACHINE,B/W PRINTER
1190396,414464M-1190395,NRG MP2550CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1190398,402981M-1190397,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1190400,414478M-1190399,NRG MP3350CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1196678,414198M-1196677,ATO model 41419M (NRG MP 2500),BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1196688,413334M-1196687,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1196733,402806M-1196732,SP4110,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1196735,402806M-1196734,SP4110,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1197271,414503M-1197270,ATO model 414503M (MP4000BADR),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1197279,413962M-1197278,ATO model 413962 (NRG MPC7500),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1197281,414229M-1197280,ATO model 414229M (NRG MPC2000AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1197319,402802M-1197318,SP4100,PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1197387,414501M-1197386,ATO model 414501M (MP4000BAD),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1197411,412738M-1197410,ATO model 412738M (NRG MP C1500SP),CL_61,4111101,130,COLOR COPIER 1-19 CPM,MACHINE,B TO C MFP
1197417,413665M-1197416,ATO model 413665M (MP161SPF),BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
1197889,402981M-1197888,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1198096,413175M-1198095,ATO model 413175M (NRG MPC2500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1198108,414578M-1198107,ATO model 414578M (MP7000),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1198124,402981M-1198123,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1198130,414580M-1198129,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1198551,414516M-1198550,ATO model 414516M (MP5000CSP),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1198559,402953M-1198558,ATO model 402953M (SP 8200DN),PB_05,4111101,210,PAGE PRINTER B&W CUT-SHEET 40-59 PPM,MACHINE,B/W PRINTER
1198561,414229M-1198560,ATO model 414229M (NRG MPC2000AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1198833,414450M-1198832,ATO model 414450M (NRG MP2550AD),BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1198851,413962M-1198850,ATO model 413962 (NRG MPC7500),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1198853,413962M-1198852,ATO model 413962 (NRG MPC7500),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1198855,413962M-1198854,ATO model 413962 (NRG MPC7500),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1198859,414584M-1198858,ATO model 414584M (MP8000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1198861,414583M-1198860,ATO model 414583M (MP8000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1198865,414584M-1198864,ATO model 414584M (MP8000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1200696,413962M-1200695,ATO model 413962 (NRG MPC7500),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1200710,413334M-1200709,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1200712,414229M-1200711,ATO model 414229M (NRG MPC2000AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1200716,402981M-1200715,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1200722,414574M-1200721,ATO model MP6000 DIGITAL COPIER/PRINTER,BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1200740,414574M-1200739,ATO model MP6000 DIGITAL COPIER/PRINTER,BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1200742,402953M-1200741,ATO model 402953M (SP 8200DN),PB_05,4111101,210,PAGE PRINTER B&W CUT-SHEET 40-59 PPM,MACHINE,B/W PRINTER
1200858,402981M-1200857,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1201062,414576M-1201061,ATO model 414576M (MP6000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1201106,414580M-1201105,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1201110,414580M-1201109,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1201114,414584M-1201113,ATO model 414584M (MP8000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1201120,414464M-1201119,NRG MP2550CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1201122,11804M-1201121,ATO Model 11804M (BMV373+CVEL P/BD 220-240V/50),OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
1202837,964464,SP 4100NL ENGLISH LANGUAGE KI O/I DRIVERS AND UTIL,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1202875,964465,SP 4100NL GERMAN LANGUAGE KI O/I DRIVERS AND UTILI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1202889,964478,SP 4100NL RUSSIAN LANGUAGE KI O/I DRIVERS AND UTIL,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1202911,414580M-1202910,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1202913,402981M-1202912,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1202936,964463,SP4100NL RUSSIAN LANGUAGE O/I DRIVERS AND UTILITIE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1202942,414580M-1202941,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1202948,413161M-1202947,ATO model 413161M (IF4040/F111/FAX1180L),FP_TO,4111101,510,FAX PLAIN PAPER TONER PRINTING,MACHINE,FACSIMILE
1202961,964456,SP4100NL CZECH LANGUAGE O/I DRIVERS AND UTILITIES,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1202970,964471,SP 4100NL CZECH LANGUAGE KI O/I DRIVERS AND UTILIT,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203362,414574M-1203361,ATO model MP6000 DIGITAL COPIER/PRINTER,BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1203535,964466,SP 4100NL FRENCH LANGUAGE KI O/I DRIVERS AND UTILI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203584,964451,SP4100NL,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203600,413696M-1203599,ATO model 413696M (MPW2400),WF_2D,4111101,120,WIDE FORMAT DIGITAL 3-5 PPM,MACHINE,B/W MFP
1203604,414580M-1203603,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1203606,414578M-1203605,ATO model 414578M (MP7000),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1203608,414464M-1203607,NRG MP2550CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1203625,964467,SP 4100NL,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203633,413334M-1203632,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1203635,402953M-1203634,ATO model 402953M (SP 8200DN),PB_05,4111101,210,PAGE PRINTER B&W CUT-SHEET 40-59 PPM,MACHINE,B/W PRINTER
1203637,402340M-1203636,ATO model 402340M (P7535n),PB_04,4111101,210,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,MACHINE,B/W PRINTER
1203708,964473,SP 4100NL NORWEGIAN LANG KIT O/I DRIVERS AND UTILI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203778,964468,SP 4100NL,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1203838,414464M-1203837,NRG MP2550CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1204058,414574M-1204057,ATO model MP6000 DIGITAL COPIER/PRINTER,BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1204096,413337M-1204095,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1204174,413334M-1204173,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1204178,402981M-1204177,ATO model 402981M (SP C420DN),PC_04,4111101,220,PAGE PRINTER COLOUR 30-39 PPM,MACHINE,COLOUR PRINTER
1204284,414584M-1204283,ATO model 414584M (MP8000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1204286,414580M-1204285,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1216000,414578M-1215999,ATO model 414578M (MP7000),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1216460,413337M-1216459,ATO model 413337M (NRG MPC4500AD),CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
1216505,964458,SP4100NL NORWEGIAN LANGUAGE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216506,964474,SP 4100NL PORT LANG KIT,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216524,964475,SP 4100NL POLISH LANGUAGE KI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216533,964460,SP4100NL POLISH LANGUAGE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216542,964461,SP4100NL FINNISH LANGUAGE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216567,964462,SP4100NL DANISH LANGUAGE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216572,964469,SP 4100NL SPANISH LANGUAGE KI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216585,964454,SP4100NL SPANISH LANGUAGE,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216586,964470,SP 4100NL SWEDISH LANGUAGE KI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1216592,414889M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216593,414889M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1216594,414889M3,Option class SR3030,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216595,414895M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216597,414895M3,Option class SR3030,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216598,414892M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216599,414892M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1216600,414892M3,Option class SR3030,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216601,414898M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216602,414898M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1216605,414890M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1216606,414890M3,Option class SR3030,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216607,414893M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216609,414893M3,Option class SR3030,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216610,414896M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216611,414896M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1216613,414899M1,Option class SR3020,1010,4111201,130,FINISHER,OPTION,B TO C MFP
1216614,414899M2,Option class SR790A,1010,4111201,120,FINISHER,OPTION,B/W MFP
1217265,964476,SP 4100NL FINNISH LANGUAGE KI,1018,4111201,210,OPERATING INSTRUCTIONS,OPTION,B/W PRINTER
1217682,412738M-1217681,ATO model 412738M (NRG MP C1500SP),CL_61,4111101,130,COLOR COPIER 1-19 CPM,MACHINE,B TO C MFP
1217684,414501M-1217683,ATO model 414501M (MP4000BAD),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1217866,413961M-1217865,ATO model 413961 (NRG MPC6000),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1217988,414465M-1217987,ATO model  414465M (MP2550CSP),BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1219094,413961M-1219093,ATO model 413961 (NRG MPC6000),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1219096,414478M-1219095,NRG MP3350CSP,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
1219098,412200M-1219097,ATO model 412200 (NRG CS555),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1219143,964638,OI C3300 RUSSIAN OI KIT,1018,4111201,130,OPERATING INSTRUCTIONS,OPTION,B TO C MFP
1220009,413334M-1220008,ATO model 413334M (NRG MPC3500AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1220046,964657,OI C3300 RUSSIAN OI KIT,1018,4111201,130,OPERATING INSTRUCTIONS,OPTION,B TO C MFP
1220068,414580M-1220067,ATO model 414580M (MP7000SP),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1220087,964714,OI C5000 GERMAN OI KIT,1018,4111201,130,OPERATING INSTRUCTIONS,OPTION,B TO C MFP
1220172,964713,OI C5000 ENGLISH OI KIT,1018,4111201,130,OPERATING INSTRUCTIONS,OPTION,B TO C MFP
1220182,414582M-1220181,ATO model 414582M (MP8000),BW_04,4111101,120,B&W COPIER 60-89 CPM,MACHINE,B/W MFP
1220264,413179M-1220263,ATO model 413179M (NRG MPC3000AD),CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
1220266,412200M-1220265,ATO model 412200 (NRG CS555),CL_64,4111101,140,COLOR COPIER 60-89 CPM,MACHINE,COLOUR MFP
1220604,414509M-1220603,ATO model 414509M (MP5000AD),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1220630,414509M-1220629,ATO model 414509M (MP5000AD),BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
1220687,964738,OI C5000 NORWEGIAN OI KIT,1018,4111201,130,OPERATING INSTRUCTIONS,OPTION,B TO C MFP
1220725,243112M-1220724,ATO model 243112M (DX4640PD),DD_H_A3,4111101,410,DIGITAL DUP A3 PRESS ROLLER DUPLEX,MACHINE,DIGITAL DUPLICATOR
